train_number,train_name,source_station,source_code,destination_station,destination_code,departure_time,arrival_time,distance_km,duration_hours,duration_min,stops,class_type,fare
14809,Jaisalmer Jodhpur Express,JAISALMER,JSM,JODHPUR JN,JU,23.30.00,5.15.00,301,5,300,4,3A,514.08
14809,Jaisalmer Jodhpur Express,JAISALMER,JSM,JODHPUR JN,JU,23.30.00,5.15.00,301,5,300,4,2A,850.12
14810,Jaisalmer Express,JODHPUR JN,JU,JAISALMER,JSM,23.45.00,5.30.00,301,5,300,4,SL,200.6
14810,Jaisalmer Express,JODHPUR JN,JU,JAISALMER,JSM,23.45.00,5.30.00,301,5,300,4,3A,514.08
14810,Jaisalmer Express,JODHPUR JN,JU,JAISALMER,JSM,23.45.00,5.30.00,301,5,300,4,2A,850.12
14853,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,17.20.00,17.00.00,1201,23,1380,15,SL,740.6
14853,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,17.20.00,17.00.00,1201,23,1380,15,3A,1931.58
14853,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,17.20.00,17.00.00,1201,23,1380,15,2A,3212.62
14854,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,10.30.00,1201,24,1440,15,SL,740.6
14854,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,10.30.00,1201,24,1440,15,3A,1931.58
14854,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,10.30.00,1201,24,1440,15,2A,3212.62
14863,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,18.15.00,17.00.00,1161,22,1320,15,SL,716.6
14863,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,18.15.00,17.00.00,1161,22,1320,15,3A,1868.58
14863,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,18.15.00,17.00.00,1161,22,1320,15,2A,3107.62
14864,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,8.35.00,1161,22,1320,15,SL,716.6
14864,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,8.35.00,1161,22,1320,15,3A,1868.58
14864,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,8.35.00,1161,22,1320,15,2A,3107.62
14865,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,17.45.00,17.00.00,1179,23,1380,15,SL,727.4
14865,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,17.45.00,17.00.00,1179,23,1380,15,3A,1896.92
14865,Marudhar Express,VARANASI JN,BSB,JODHPUR JN,JU,17.45.00,17.00.00,1179,23,1380,15,2A,3154.88
14866,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,9.30.00,1179,23,1380,15,SL,727.4
14866,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,9.30.00,1179,23,1380,15,3A,1896.92
14866,Marudhar Express,JODHPUR JN,JU,VARANASI JN,BSB,9.50.00,9.30.00,1179,23,1380,15,2A,3154.88
14887-Slip,Kalka - Sriganganar Express (Slip),Kalka,KLK,SHRI GANGANAGAR,SGNR,21.45.00,7.10.00,433,9,540,5,SL,279.8
14887-Slip,Kalka - Sriganganar Express (Slip),Kalka,KLK,SHRI GANGANAGAR,SGNR,21.45.00,7.10.00,433,9,540,5,3A,721.98
14887-Slip,Kalka - Sriganganar Express (Slip),Kalka,KLK,SHRI GANGANAGAR,SGNR,21.45.00,7.10.00,433,9,540,5,2A,1196.62
14887S,KALKA BARMER Express Slip,Kalka,KLK,BARMER,BME,21.45.00,20.00.00,1117,22,1320,14,SL,690.2
14887S,KALKA BARMER Express Slip,Kalka,KLK,BARMER,BME,21.45.00,20.00.00,1117,22,1320,14,3A,1799.28
14887S,KALKA BARMER Express Slip,Kalka,KLK,BARMER,BME,21.45.00,20.00.00,1117,22,1320,14,2A,2992.12
14888,Barmer-Kalka Express,BARMER,BME,Kalka,KLK,6.45.00,5.50.00,1117,23,1380,14,SL,690.2
14888,Barmer-Kalka Express,BARMER,BME,Kalka,KLK,6.45.00,5.50.00,1117,23,1380,14,3A,1799.28
14888,Barmer-Kalka Express,BARMER,BME,Kalka,KLK,6.45.00,5.50.00,1117,23,1380,14,2A,2992.12
14889,Thar Link Express,BHAGAT KI KOTHI,BGKT,Munabao,MBF,1.00.00,7.00.00,325,6,360,4,SL,215
14889,Thar Link Express,BHAGAT KI KOTHI,BGKT,Munabao,MBF,1.00.00,7.00.00,325,6,360,4,3A,551.88
14889,Thar Link Express,BHAGAT KI KOTHI,BGKT,Munabao,MBF,1.00.00,7.00.00,325,6,360,4,2A,913.12
14890,Thar Link Express,Munabao,MBF,BHAGAT KI KOTHI,BGKT,19.00.00,23.50.00,325,4,240,4,SL,215
14890,Thar Link Express,Munabao,MBF,BHAGAT KI KOTHI,BGKT,19.00.00,23.50.00,325,4,240,4,3A,551.88
14890,Thar Link Express,Munabao,MBF,BHAGAT KI KOTHI,BGKT,19.00.00,23.50.00,325,4,240,4,2A,913.12
15001,Rapti Ganga Express,MUZAFFARPUR JN,MFP,DEHRADUN,DDN,14.00.00,14.00.00,1124,24,1440,14,SL,694.4
15001,Rapti Ganga Express,MUZAFFARPUR JN,MFP,DEHRADUN,DDN,14.00.00,14.00.00,1124,24,1440,14,3A,1810.3
15001,Rapti Ganga Express,MUZAFFARPUR JN,MFP,DEHRADUN,DDN,14.00.00,14.00.00,1124,24,1440,14,2A,3010.5
15002,Rapti Ganga Express,DEHRADUN,DDN,MUZAFFARPUR JN,MFP,15.35.00,15.55.00,1124,24,1440,14,SL,694.4
15002,Rapti Ganga Express,DEHRADUN,DDN,MUZAFFARPUR JN,MFP,15.35.00,15.55.00,1124,24,1440,14,3A,1810.3
15002,Rapti Ganga Express,DEHRADUN,DDN,MUZAFFARPUR JN,MFP,15.35.00,15.55.00,1124,24,1440,14,2A,3010.5
15004,Chauri Chaura Express,GORAKHPUR JN,GKP,KANPUR ANWARGANJ,CPA,22.30.00,12.15.00,552,13,780,7,SL,351.2
15004,Chauri Chaura Express,GORAKHPUR JN,GKP,KANPUR ANWARGANJ,CPA,22.30.00,12.15.00,552,13,780,7,3A,909.4
15004,Chauri Chaura Express,GORAKHPUR JN,GKP,KANPUR ANWARGANJ,CPA,22.30.00,12.15.00,552,13,780,7,2A,1509
15005,Rapti Ganga Express,GORAKHPUR JN,GKP,DEHRADUN,DDN,21.10.00,14.00.00,815,16,960,10,SL,509
15005,Rapti Ganga Express,GORAKHPUR JN,GKP,DEHRADUN,DDN,21.10.00,14.00.00,815,16,960,10,3A,1323.62
15005,Rapti Ganga Express,GORAKHPUR JN,GKP,DEHRADUN,DDN,21.10.00,14.00.00,815,16,960,10,2A,2199.38
15006,Rapti Ganga Express,DEHRADUN,DDN,GORAKHPUR JN,GKP,15.35.00,8.05.00,815,16,960,10,SL,509
15006,Rapti Ganga Express,DEHRADUN,DDN,GORAKHPUR JN,GKP,15.35.00,8.05.00,815,16,960,10,3A,1323.62
15006,Rapti Ganga Express,DEHRADUN,DDN,GORAKHPUR JN,GKP,15.35.00,8.05.00,815,16,960,10,2A,2199.38
15007,Krishak Express,MANDUADIH,MUV,LUCKNOW JN,LJN,16.40.00,5.50.00,513,13,780,6,SL,327.8
15007,Krishak Express,MANDUADIH,MUV,LUCKNOW JN,LJN,16.40.00,5.50.00,513,13,780,6,3A,847.98
15007,Krishak Express,MANDUADIH,MUV,LUCKNOW JN,LJN,16.40.00,5.50.00,513,13,780,6,2A,1406.62
15009,Chitrakoot Express,LUCKNOW JN,LJN,JABALPUR,JBP,17.30.00,7.40.00,582,14,840,7,SL,369.2
15009,Chitrakoot Express,LUCKNOW JN,LJN,JABALPUR,JBP,17.30.00,7.40.00,582,14,840,7,3A,956.65
15009,Chitrakoot Express,LUCKNOW JN,LJN,JABALPUR,JBP,17.30.00,7.40.00,582,14,840,7,2A,1587.75
15010,Chitrakoot Express,JABALPUR,JBP,LUCKNOW JN,LJN,20.40.00,9.30.00,582,12,720,7,SL,369.2
15010,Chitrakoot Express,JABALPUR,JBP,LUCKNOW JN,LJN,20.40.00,9.30.00,582,12,720,7,3A,956.65
15010,Chitrakoot Express,JABALPUR,JBP,LUCKNOW JN,LJN,20.40.00,9.30.00,582,12,720,7,2A,1587.75
15013,Ranikhet Express,OLD DELHI,DLI,KATHGODAM,KGM,22.40.00,5.10.00,278,6,360,3,SL,186.8
15013,Ranikhet Express,OLD DELHI,DLI,KATHGODAM,KGM,22.40.00,5.10.00,278,6,360,3,3A,477.85
15013,Ranikhet Express,OLD DELHI,DLI,KATHGODAM,KGM,22.40.00,5.10.00,278,6,360,3,2A,789.75
15013-Slip,Ranikhet Express Slip,OLD DELHI,DLI,RAMNAGAR,RMR,22.40.00,4.55.00,239,6,360,3,SL,163.4
15013-Slip,Ranikhet Express Slip,OLD DELHI,DLI,RAMNAGAR,RMR,22.40.00,4.55.00,239,6,360,3,3A,416.43
15013-Slip,Ranikhet Express Slip,OLD DELHI,DLI,RAMNAGAR,RMR,22.40.00,4.55.00,239,6,360,3,2A,687.38
15014,Ranikhet Express,KATHGODAM,KGM,OLD DELHI,DLI,20.40.00,3.55.00,278,7,420,3,SL,186.8
15014,Ranikhet Express,KATHGODAM,KGM,OLD DELHI,DLI,20.40.00,3.55.00,278,7,420,3,3A,477.85
15014,Ranikhet Express,KATHGODAM,KGM,OLD DELHI,DLI,20.40.00,3.55.00,278,7,420,3,2A,789.75
15016,YESVANTPUR - GORAKHPUR Exp,YESVANTPUR JN,YPR,GORAKHPUR JN,GKP,7.40.00,14.20.00,2515,54,3240,31,SL,1529
15016,YESVANTPUR - GORAKHPUR Exp,YESVANTPUR JN,YPR,GORAKHPUR JN,GKP,7.40.00,14.20.00,2515,54,3240,31,3A,4001.12
15016,YESVANTPUR - GORAKHPUR Exp,YESVANTPUR JN,YPR,GORAKHPUR JN,GKP,7.40.00,14.20.00,2515,54,3240,31,2A,6661.88
15018,GORAKHPUR - MUMBAI LTT Kashi Exp,GORAKHPUR JN,GKP,LOKMANYA TILAK TERMINUS,LTT,5.30.00,18.40.00,1714,37,2220,21,SL,1048.4
15018,GORAKHPUR - MUMBAI LTT Kashi Exp,GORAKHPUR JN,GKP,LOKMANYA TILAK TERMINUS,LTT,5.30.00,18.40.00,1714,37,2220,21,3A,2739.55
15018,GORAKHPUR - MUMBAI LTT Kashi Exp,GORAKHPUR JN,GKP,LOKMANYA TILAK TERMINUS,LTT,5.30.00,18.40.00,1714,37,2220,21,2A,4559.25
15018-Slip,Gorakhpur -Kolhapur Slip,GORAKHPUR JN,GKP,C SHAHU M RAJ KOLHAPUR TERM,KOP,5.30.00,12.45.00,2108,55,3300,26,SL,1284.8
15018-Slip,Gorakhpur -Kolhapur Slip,GORAKHPUR JN,GKP,C SHAHU M RAJ KOLHAPUR TERM,KOP,5.30.00,12.45.00,2108,55,3300,26,3A,3360.1
15018-Slip,Gorakhpur -Kolhapur Slip,GORAKHPUR JN,GKP,C SHAHU M RAJ KOLHAPUR TERM,KOP,5.30.00,12.45.00,2108,55,3300,26,2A,5593.5
15019,Gorakhpur Nautanwa Express,GORAKHPUR JN,GKP,Nautanwa,NTV,11.30.00,14.00.00,82,2,120,1,SL,69.2
15019,Gorakhpur Nautanwa Express,GORAKHPUR JN,GKP,Nautanwa,NTV,11.30.00,14.00.00,82,2,120,1,3A,169.15
15019,Gorakhpur Nautanwa Express,GORAKHPUR JN,GKP,Nautanwa,NTV,11.30.00,14.00.00,82,2,120,1,2A,275.25
15020,Gorakhpur Nautanwa Express,Nautanwa,NTV,GORAKHPUR JN,GKP,14.40.00,16.40.00,82,2,120,1,SL,69.2
15020,Gorakhpur Nautanwa Express,Nautanwa,NTV,GORAKHPUR JN,GKP,14.40.00,16.40.00,82,2,120,1,3A,169.15
15020,Gorakhpur Nautanwa Express,Nautanwa,NTV,GORAKHPUR JN,GKP,14.40.00,16.40.00,82,2,120,1,2A,275.25
15021,Kolkata Shalimar-Gorakhpur Bhojpuri Express,KOLKATA SHALIMAR,SHM,GORAKHPUR JN,GKP,20.25.00,16.20.00,1050,19,1140,13,SL,650
15021,Kolkata Shalimar-Gorakhpur Bhojpuri Express,KOLKATA SHALIMAR,SHM,GORAKHPUR JN,GKP,20.25.00,16.20.00,1050,19,1140,13,3A,1693.75
15021,Kolkata Shalimar-Gorakhpur Bhojpuri Express,KOLKATA SHALIMAR,SHM,GORAKHPUR JN,GKP,20.25.00,16.20.00,1050,19,1140,13,2A,2816.25
15022,Bhojpuri Express,GORAKHPUR JN,GKP,KOLKATA SHALIMAR,SHM,13.40.00,9.55.00,1050,20,1200,13,SL,650
15022,Bhojpuri Express,GORAKHPUR JN,GKP,KOLKATA SHALIMAR,SHM,13.40.00,9.55.00,1050,20,1200,13,3A,1693.75
15022,Bhojpuri Express,GORAKHPUR JN,GKP,KOLKATA SHALIMAR,SHM,13.40.00,9.55.00,1050,20,1200,13,2A,2816.25
15023,GORAKHPUR - YESVANTPUR Exp,GORAKHPUR JN,GKP,YESVANTPUR JN,YPR,8.00.00,11.15.00,2473,51,3060,31,SL,1503.8
15023,GORAKHPUR - YESVANTPUR Exp,GORAKHPUR JN,GKP,YESVANTPUR JN,YPR,8.00.00,11.15.00,2473,51,3060,31,3A,3934.97
15023,GORAKHPUR - YESVANTPUR Exp,GORAKHPUR JN,GKP,YESVANTPUR JN,YPR,8.00.00,11.15.00,2473,51,3060,31,2A,6551.62
15035,Uttarakhand Sampark Kranti Express,OLD DELHI,DLI,KATHGODAM,KGM,16.00.00,22.40.00,278,6,360,3,SL,186.8
15035,Uttarakhand Sampark Kranti Express,OLD DELHI,DLI,KATHGODAM,KGM,16.00.00,22.40.00,278,6,360,3,3A,477.85
15035,Uttarakhand Sampark Kranti Express,OLD DELHI,DLI,KATHGODAM,KGM,16.00.00,22.40.00,278,6,360,3,2A,789.75
15035-Slip,Uttarakhand Sampark Kranti Express Slip,OLD DELHI,DLI,RAMNAGAR,RMR,16.00.00,20.35.00,239,4,240,3,SL,163.4
15035-Slip,Uttarakhand Sampark Kranti Express Slip,OLD DELHI,DLI,RAMNAGAR,RMR,16.00.00,20.35.00,239,4,240,3,3A,416.43
15035-Slip,Uttarakhand Sampark Kranti Express Slip,OLD DELHI,DLI,RAMNAGAR,RMR,16.00.00,20.35.00,239,4,240,3,2A,687.38
15236,Darbhanga-Howrah Express,DARBHANGA JN,DBG,HOWRAH JN,HWH,16.10.00,3.00.00,536,10,600,7,SL,341.6
15236,Darbhanga-Howrah Express,DARBHANGA JN,DBG,HOWRAH JN,HWH,16.10.00,3.00.00,536,10,600,7,3A,884.2
15236,Darbhanga-Howrah Express,DARBHANGA JN,DBG,HOWRAH JN,HWH,16.10.00,3.00.00,536,10,600,7,2A,1467
14649,Saryu Yamuna Express,JAYNAGAR,JYG,AMRITSAR JN,ASR,6.30.00,22.55.00,1670,40,2400,21,SL,1022
14649,Saryu Yamuna Express,JAYNAGAR,JYG,AMRITSAR JN,ASR,6.30.00,22.55.00,1670,40,2400,21,3A,2670.25
14649,Saryu Yamuna Express,JAYNAGAR,JYG,AMRITSAR JN,ASR,6.30.00,22.55.00,1670,40,2400,21,2A,4443.75
15003,Chauri Chaura Express,KANPUR ANWARGANJ,CPA,GORAKHPUR JN,GKP,16.45.00,6.50.00,552,14,840,7,SL,351.2
15003,Chauri Chaura Express,KANPUR ANWARGANJ,CPA,GORAKHPUR JN,GKP,16.45.00,6.50.00,552,14,840,7,3A,909.4
15003,Chauri Chaura Express,KANPUR ANWARGANJ,CPA,GORAKHPUR JN,GKP,16.45.00,6.50.00,552,14,840,7,2A,1509
15008,Krishak Express,LUCKNOW JN,LJN,MANDUADIH,MUV,23.05.00,13.00.00,513,13,780,6,SL,327.8
15008,Krishak Express,LUCKNOW JN,LJN,MANDUADIH,MUV,23.05.00,13.00.00,513,13,780,6,3A,847.98
15008,Krishak Express,LUCKNOW JN,LJN,MANDUADIH,MUV,23.05.00,13.00.00,513,13,780,6,2A,1406.62
15027,Maurya Express,HATIA,HTE,GORAKHPUR JN,GKP,16.55.00,17.10.00,857,24,1440,11,SL,534.2
15027,Maurya Express,HATIA,HTE,GORAKHPUR JN,GKP,16.55.00,17.10.00,857,24,1440,11,3A,1389.78
15027,Maurya Express,HATIA,HTE,GORAKHPUR JN,GKP,16.55.00,17.10.00,857,24,1440,11,2A,2309.62
15028,Maurya Express,GORAKHPUR JN,GKP,HATIA,HTE,7.25.00,8.10.00,864,24,1440,11,SL,538.4
15028,Maurya Express,GORAKHPUR JN,GKP,HATIA,HTE,7.25.00,8.10.00,864,24,1440,11,3A,1400.8
15028,Maurya Express,GORAKHPUR JN,GKP,HATIA,HTE,7.25.00,8.10.00,864,24,1440,11,2A,2328
15037,Kanpur Kasganj Express,KANPUR CENTRAL,CNB,KASGANJ,KSJ,10.45.00,16.30.00,247,5,300,3,SL,168.2
15037,Kanpur Kasganj Express,KANPUR CENTRAL,CNB,KASGANJ,KSJ,10.45.00,16.30.00,247,5,300,3,3A,429.02
15037,Kanpur Kasganj Express,KANPUR CENTRAL,CNB,KASGANJ,KSJ,10.45.00,16.30.00,247,5,300,3,2A,708.38
15038,Kasganj Kanpur Express,KASGANJ,KSJ,KANPUR CENTRAL,CNB,12.00.00,17.35.00,247,5,300,3,SL,168.2
15038,Kasganj Kanpur Express,KASGANJ,KSJ,KANPUR CENTRAL,CNB,12.00.00,17.35.00,247,5,300,3,3A,429.02
15038,Kasganj Kanpur Express,KASGANJ,KSJ,KANPUR CENTRAL,CNB,12.00.00,17.35.00,247,5,300,3,2A,708.38
15039,Farrukhabad Kasganj Express,FARRUKHABAD,FBD,KASGANJ,KSJ,6.35.00,9.10.00,107,2,120,1,SL,84.2
15039,Farrukhabad Kasganj Express,FARRUKHABAD,FBD,KASGANJ,KSJ,6.35.00,9.10.00,107,2,120,1,3A,208.53
15039,Farrukhabad Kasganj Express,FARRUKHABAD,FBD,KASGANJ,KSJ,6.35.00,9.10.00,107,2,120,1,2A,340.88
15040,Farrukhabad Express,KASGANJ,KSJ,FARRUKHABAD,FBD,8.40.00,10.45.00,107,2,120,1,SL,84.2
15040,Farrukhabad Express,KASGANJ,KSJ,FARRUKHABAD,FBD,8.40.00,10.45.00,107,2,120,1,3A,208.53
15040,Farrukhabad Express,KASGANJ,KSJ,FARRUKHABAD,FBD,8.40.00,10.45.00,107,2,120,1,2A,340.88
15041,Farrukhabad Kasganj Express,FARRUKHABAD,FBD,KASGANJ,KSJ,18.30.00,20.45.00,107,2,120,1,SL,84.2
15041,Farrukhabad Kasganj Express,FARRUKHABAD,FBD,KASGANJ,KSJ,18.30.00,20.45.00,107,2,120,1,3A,208.53
15041,Farrukhabad Kasganj Express,FARRUKHABAD,FBD,KASGANJ,KSJ,18.30.00,20.45.00,107,2,120,1,2A,340.88
15042,Farrukhabad Express,KASGANJ,KSJ,FARRUKHABAD,FBD,18.55.00,21.20.00,107,2,120,1,SL,84.2
15042,Farrukhabad Express,KASGANJ,KSJ,FARRUKHABAD,FBD,18.55.00,21.20.00,107,2,120,1,3A,208.53
15042,Farrukhabad Express,KASGANJ,KSJ,FARRUKHABAD,FBD,18.55.00,21.20.00,107,2,120,1,2A,340.88
15045,Gorakhpur-Okha Express,GORAKHPUR JN,GKP,OKHA,OKHA,4.05.00,4.30.00,2306,48,2880,29,SL,1403.6
15045,Gorakhpur-Okha Express,GORAKHPUR JN,GKP,OKHA,OKHA,4.05.00,4.30.00,2306,48,2880,29,3A,3671.95
15045,Gorakhpur-Okha Express,GORAKHPUR JN,GKP,OKHA,OKHA,4.05.00,4.30.00,2306,48,2880,29,2A,6113.25
15046,Okha-Gorakhpur Express,OKHA,OKHA,GORAKHPUR JN,GKP,18.55.00,20.20.00,2306,49,2940,29,SL,1403.6
15046,Okha-Gorakhpur Express,OKHA,OKHA,GORAKHPUR JN,GKP,18.55.00,20.20.00,2306,49,2940,29,3A,3671.95
15046,Okha-Gorakhpur Express,OKHA,OKHA,GORAKHPUR JN,GKP,18.55.00,20.20.00,2306,49,2940,29,2A,6113.25
15047,Purvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,7.55.00,859,17,1020,11,SL,535.4
15047,Purvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,7.55.00,859,17,1020,11,3A,1392.92
15047,Purvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,7.55.00,859,17,1020,11,2A,2314.88
15048,Purvanchal Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,11.30.00,4.15.00,859,16,960,11,SL,535.4
15048,Purvanchal Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,11.30.00,4.15.00,859,16,960,11,3A,1392.92
15048,Purvanchal Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,11.30.00,4.15.00,859,16,960,11,2A,2314.88
15049,Poorvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,9.40.00,883,19,1140,11,SL,549.8
15049,Poorvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,9.40.00,883,19,1140,11,3A,1430.72
15049,Poorvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,9.40.00,883,19,1140,11,2A,2377.88
15050,Poorvanchal Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,8.00.00,4.15.00,883,20,1200,11,SL,549.8
15050,Poorvanchal Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,8.00.00,4.15.00,883,20,1200,11,3A,1430.72
15050,Poorvanchal Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,8.00.00,4.15.00,883,20,1200,11,2A,2377.88
15051,Poorvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,8.10.00,875,17,1020,11,SL,545
15051,Poorvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,8.10.00,875,17,1020,11,3A,1418.12
15051,Poorvanchal Express,KOLKATA CHITPUR,KOAA,GORAKHPUR JN,GKP,14.30.00,8.10.00,875,17,1020,11,2A,2356.88
15052,Gorakhpur Kolkata Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,10.10.00,4.15.00,876,18,1080,11,SL,545.6
15052,Gorakhpur Kolkata Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,10.10.00,4.15.00,876,18,1080,11,3A,1419.7
15052,Gorakhpur Kolkata Express,GORAKHPUR JN,GKP,KOLKATA CHITPUR,KOAA,10.10.00,4.15.00,876,18,1080,11,2A,2359.5
15097,Barauni-Jammu Amarnath Express,BARAUNI JN,BJU,JAMMU TAWI,JAT,5.00.00,12.20.00,1648,31,1860,21,SL,1008.8
15097,Barauni-Jammu Amarnath Express,BARAUNI JN,BJU,JAMMU TAWI,JAT,5.00.00,12.20.00,1648,31,1860,21,3A,2635.6
15097,Barauni-Jammu Amarnath Express,BARAUNI JN,BJU,JAMMU TAWI,JAT,5.00.00,12.20.00,1648,31,1860,21,2A,4386
15098,Jammu-Barauni Amarnath Express,JAMMU TAWI,JAT,BARAUNI JN,BJU,22.45.00,5.45.00,1648,31,1860,21,SL,1008.8
15098,Jammu-Barauni Amarnath Express,JAMMU TAWI,JAT,BARAUNI JN,BJU,22.45.00,5.45.00,1648,31,1860,21,3A,2635.6
15098,Jammu-Barauni Amarnath Express,JAMMU TAWI,JAT,BARAUNI JN,BJU,22.45.00,5.45.00,1648,31,1860,21,2A,4386
15101,Chhapra-Mumbai Jansadharan Express,CHHAPRA,CPR,Chhatrapati Shivaji Maharaj Terminus,CSMT,21.15.00,6.30.00,1973,33,1980,25,SL,1203.8
15101,Chhapra-Mumbai Jansadharan Express,CHHAPRA,CPR,Chhatrapati Shivaji Maharaj Terminus,CSMT,21.15.00,6.30.00,1973,33,1980,25,3A,3147.47
15101,Chhapra-Mumbai Jansadharan Express,CHHAPRA,CPR,Chhatrapati Shivaji Maharaj Terminus,CSMT,21.15.00,6.30.00,1973,33,1980,25,2A,5239.12
15102,Chhatrapati Shivaji Maharaj Terminus Chhapra Jansadharan Express,Chhatrapati Shivaji Maharaj Terminus,CSMT,CHHAPRA,CPR,15.35.00,5.20.00,1973,37,2220,25,SL,1203.8
15102,Chhatrapati Shivaji Maharaj Terminus Chhapra Jansadharan Express,Chhatrapati Shivaji Maharaj Terminus,CSMT,CHHAPRA,CPR,15.35.00,5.20.00,1973,37,2220,25,3A,3147.47
15102,Chhatrapati Shivaji Maharaj Terminus Chhapra Jansadharan Express,Chhatrapati Shivaji Maharaj Terminus,CSMT,CHHAPRA,CPR,15.35.00,5.20.00,1973,37,2220,25,2A,5239.12
15103,Gorakhpur Manduadih Intercity Express,GORAKHPUR JN,GKP,MANDUADIH,MUV,16.00.00,21.40.00,235,5,300,3,SL,161
15103,Gorakhpur Manduadih Intercity Express,GORAKHPUR JN,GKP,MANDUADIH,MUV,16.00.00,21.40.00,235,5,300,3,3A,410.12
15103,Gorakhpur Manduadih Intercity Express,GORAKHPUR JN,GKP,MANDUADIH,MUV,16.00.00,21.40.00,235,5,300,3,2A,676.88
15104,Manduadih Gorakhpur InterCity,MANDUADIH,MUV,GORAKHPUR JN,GKP,5.30.00,11.10.00,235,5,300,3,SL,161
15104,Manduadih Gorakhpur InterCity,MANDUADIH,MUV,GORAKHPUR JN,GKP,5.30.00,11.10.00,235,5,300,3,3A,410.12
15104,Manduadih Gorakhpur InterCity,MANDUADIH,MUV,GORAKHPUR JN,GKP,5.30.00,11.10.00,235,5,300,3,2A,676.88
15105,Chhapra Gorakhpur InterCity Express,CHHAPRA,CPR,GORAKHPUR JN,GKP,6.30.00,10.30.00,180,4,240,2,SL,128
15105,Chhapra Gorakhpur InterCity Express,CHHAPRA,CPR,GORAKHPUR JN,GKP,6.30.00,10.30.00,180,4,240,2,3A,323.5
15105,Chhapra Gorakhpur InterCity Express,CHHAPRA,CPR,GORAKHPUR JN,GKP,6.30.00,10.30.00,180,4,240,2,2A,532.5
15106,Gorakhpur Chhapra InterCity Express,GORAKHPUR JN,GKP,CHHAPRA,CPR,17.00.00,21.15.00,180,4,240,2,SL,128
15106,Gorakhpur Chhapra InterCity Express,GORAKHPUR JN,GKP,CHHAPRA,CPR,17.00.00,21.15.00,180,4,240,2,3A,323.5
15106,Gorakhpur Chhapra InterCity Express,GORAKHPUR JN,GKP,CHHAPRA,CPR,17.00.00,21.15.00,180,4,240,2,2A,532.5
15107,Chhapra Mathura Express,CHHAPRA,CPR,MATHURA JN,MTJ,5.00.00,21.55.00,874,16,960,11,SL,544.4
15107,Chhapra Mathura Express,CHHAPRA,CPR,MATHURA JN,MTJ,5.00.00,21.55.00,874,16,960,11,3A,1416.55
15107,Chhapra Mathura Express,CHHAPRA,CPR,MATHURA JN,MTJ,5.00.00,21.55.00,874,16,960,11,2A,2354.25
15108,Mathura Chhapra Express,MATHURA JN,MTJ,CHHAPRA,CPR,23.15.00,17.05.00,874,17,1020,11,SL,544.4
15108,Mathura Chhapra Express,MATHURA JN,MTJ,CHHAPRA,CPR,23.15.00,17.05.00,874,17,1020,11,3A,1416.55
15108,Mathura Chhapra Express,MATHURA JN,MTJ,CHHAPRA,CPR,23.15.00,17.05.00,874,17,1020,11,2A,2354.25
15109,Budhpurnima Express,Rajgir,RGD,VARANASI JN,BSB,23.30.00,8.40.00,410,9,540,5,SL,266
15109,Budhpurnima Express,Rajgir,RGD,VARANASI JN,BSB,23.30.00,8.40.00,410,9,540,5,3A,685.75
